index,text,score,difficulty_score,difficulty_strategy,difficulty
4447,"Is not so much a work of entertainment as it is a unique, well crafted psychological study of grief.",1,0.020280495285987854,roberta-mlm-loss,hard
4448,"Remarkable for its excellent storytelling, its economical, compressed characterisations and for its profound humanity, it's an adventure story and history lesson all in one.",1,0.15200088918209076,roberta-mlm-loss,hard
4449,"Colorful, energetic and sweetly whimsical...the rare sequel that's better than its predecessor.",1,0.0027095286641269922,roberta-mlm-loss,medium
4450,Reno himself can take credit for most of the movie's success. He's one of the few 'cool' actors who never seems aware of his own coolness.,1,0.0003844953025691211,roberta-mlm-loss,easy
4451,Significantly better than its 2002 children's movie competition.,1,0.00864279642701149,roberta-mlm-loss,medium
4452,"UB equally spoofs and celebrates the more outre aspects of 'black culture' and the dorkier aspects of 'white culture,' even as it points out how inseparable the two are.",1,0.23269683122634888,roberta-mlm-loss,hard
4453,A lot smarter than your average Bond.,1,0.007630522828549147,roberta-mlm-loss,medium
4454,"...bright, intelligent, and humanly funny film.",1,0.0027673591393977404,roberta-mlm-loss,medium
4455,"Painful, horrifying and oppressively tragic, this film should not be missed.",1,0.0003329465980641544,roberta-mlm-loss,easy
4456,Part of the film's cheeky charm comes from its vintage schmaltz.,1,0.00023966471781022847,roberta-mlm-loss,easy
4457,So unique and stubborn and charismatic that you want it to be better and more successful than it is.,1,0.00394164863973856,roberta-mlm-loss,medium
4458,"I won't argue with anyone who calls 'Slackers' dumb, insulting, or childish... but I laughed so much that I didn't mind.",1,0.0015713336179032922,roberta-mlm-loss,medium
4459,"It arrives with an impeccable pedigree, mongrel pep, and almost indecipherable plot complications.",1,0.003235975746065378,roberta-mlm-loss,medium
4460,"So fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy, confused, and totally disorientated. Not to mention absolutely refreshed.",1,0.08257580548524857,roberta-mlm-loss,hard
4461,"A vibrant, colorful, semimusical rendition.",1,0.5514482259750366,roberta-mlm-loss,hard
4462,"The film sometimes flags...but there is enough secondary action to keep things moving along at a brisk, amusing pace.",1,0.001660271780565381,roberta-mlm-loss,medium
4463,"It's a drawling, slobbering, lovable run on sentence of a film, a Southern Gothic with the emotional arc of its raw blues soundtrack.",1,0.22768637537956238,roberta-mlm-loss,hard
4464,Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure.,1,0.006207515485584736,roberta-mlm-loss,medium
4465,"It is different from others in its genre in that it is does not rely on dumb gags, anatomical humor, or character cliches; it primarily relies on character to tell its story.",1,0.23146942257881165,roberta-mlm-loss,hard
4466,Both a successful adaptation and an enjoyable film in its own right.,1,0.0001664170267758891,roberta-mlm-loss,easy
4467,"All the filmmakers are asking of us, is to believe in something that is improbable.",1,0.0008256877772510052,roberta-mlm-loss,easy
4468,"If the very concept makes you nervous ... you'll have an idea of the film's creepy, scary effectiveness.",1,0.40086662769317627,roberta-mlm-loss,hard
4469,"Worth a look by those on both sides of the issues, if only for the perspective it offers, one the public rarely sees.",1,0.0005455335485748947,roberta-mlm-loss,easy
4470,"A mostly believable, refreshingly low key and quietly inspirational little sports drama.",1,0.19285228848457336,roberta-mlm-loss,hard
4471,"May be more genial than ingenious, but it gets the job done.",1,0.012074858881533146,roberta-mlm-loss,medium
4472,A stylish cast and some clever scripting solutions help Chicago make the transition from stage to screen with considerable appeal intact.,1,0.04593786224722862,roberta-mlm-loss,hard
4473,"Exhilarating, funny and fun.",1,0.001228128676302731,roberta-mlm-loss,easy
4474,"While not quite ''Shrek'' or ''Monsters, Inc.'', it's not too bad. It's worth taking the kids to.",1,0.0009036504197865725,roberta-mlm-loss,easy
4475,In the end there is one word that best describes this film: honest.,1,0.0008852604078128934,roberta-mlm-loss,easy
4476,"Writer director David Jacobson and his star, Jeremy Renner, have made a remarkable film that explores the monster's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted.",1,0.03540772199630737,roberta-mlm-loss,hard
4477,The action sequences are fun and reminiscent of combat scenes from the Star Wars series.,1,0.0006142572383396327,roberta-mlm-loss,easy
4478,Norton is magnetic as Graham.,1,0.8806552886962891,roberta-mlm-loss,hard
4479,Savvy director Robert J. Siegel and his co writers keep the story subtle and us in suspense.,1,0.04451942443847656,roberta-mlm-loss,hard
4480,"It pulls the rug out from under you, just when you're ready to hate one character, or really sympathize with another character, something happens to send you off in different direction.",1,0.008489200845360756,roberta-mlm-loss,medium
4481,"Twenty years after its first release, E.T. remains the most wondrous of all Hollywood fantasies    and the apex of Steven Spielberg's misunderstood career.",1,0.3227304518222809,roberta-mlm-loss,hard
4482,It says a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense.,1,0.0003766935260500759,roberta-mlm-loss,easy
4483,"Gives us a lot to chew on, but not all of it has been properly digested.",-1,0.0005393807077780366,roberta-mlm-loss,easy
4484,"It's an exhilarating place to visit, this laboratory of laughter.",1,0.0003850845678243786,roberta-mlm-loss,easy
4485,''Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,1,0.03944186493754387,roberta-mlm-loss,hard
4486,A great companion piece to other Napoleon films.,1,0.02648571878671646,roberta-mlm-loss,hard
4487,"To some eyes this will seem like a recycling of clichés, an assassin's greatest hits. To others, it will remind them that Hong Kong action cinema is still alive and kicking.",1,0.0036718740593641996,roberta-mlm-loss,medium
4488,"At the end of the movie, my 6 year old nephew said, ''I guess I come from a broken family, and my uncles are all aliens, too.'' Congrats Disney on a job well done, I enjoyed it just as much!",1,0.0025484617799520493,roberta-mlm-loss,medium
4489,A remarkably alluring film set in the constrictive Eisenhower era about one suburban woman's yearning in the face of a loss that shatters her cheery and tranquil suburban life.,1,0.0005970951169729233,roberta-mlm-loss,easy
4490,"Berling and Béart ... continue to impress, and Isabelle Huppert ... again shows uncanny skill in getting under the skin of her characters.",1,0.0019303291337564588,roberta-mlm-loss,medium
4491,"Uplifting, funny and wise.",1,0.0009128154488280416,roberta-mlm-loss,easy
4492,Remarkable for its intelligence and intensity.,1,0.0016883667558431625,roberta-mlm-loss,medium
4493,The hypnotic imagery and fragmentary tale explore the connections between place and personal identity.,1,0.05400293320417404,roberta-mlm-loss,hard
4494,Brosnan is more feral in this film than I've seen him before and Halle Berry does her best to keep up with him.,1,0.015985827893018723,roberta-mlm-loss,hard
4495,A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film.,1,0.0007037782343104482,roberta-mlm-loss,easy
4496,"''On Guard!'' won't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world's best actors, Daniel Auteuil, have a whale of a good time.",1,0.036408692598342896,roberta-mlm-loss,hard
4497,The movie starts with a legend and ends with a story that is so far fetched it would be impossible to believe if it weren't true. This is the stuff that Disney movies are made of.,1,0.0001852719287853688,roberta-mlm-loss,easy
4498,"Like all great films about a life you never knew existed, it offers much to absorb and even more to think about after the final frame.",1,0.0004808288940694183,roberta-mlm-loss,easy
4499,That the e graveyard holds as many good ideas as bad is the cold comfort that Chin's film serves up with style and empathy.,1,0.524813711643219,roberta-mlm-loss,hard
4500,"While we no longer possess the lack of attention span that we did at seventeen, we had no trouble sitting for Blade II.",1,0.0027144718915224075,roberta-mlm-loss,medium
4501,like a poor man's You Can Count On Me,-1,0.16932225227355957,roberta-mlm-loss,hard
4502,"...a solid, unassuming drama.",1,0.0008642546599730849,roberta-mlm-loss,easy
4503,A seriocomic debut of extravagant promise by Georgian Israeli director Dover Kosashvili.,1,0.793159008026123,roberta-mlm-loss,hard
4504,"Thanks to Ice Cube, Benjamins feels an awful lot like Friday in Miami.",1,0.002822309033945203,roberta-mlm-loss,medium
4505,"The real star of this movie is the score, as in the songs translate well to film, and it's really well directed.",1,0.00048617631546221673,roberta-mlm-loss,easy
4506,"It's rare to find a film to which the adjective 'gentle' applies, but the word perfectly describes Pauline &amp; Paulette.",1,0.29802030324935913,roberta-mlm-loss,hard
4507,"My Wife is an Actress has its moments in looking at the comic effects of jealousy. In the end, though, it is only mildly amusing when it could have been so much more.",1,0.004827635362744331,roberta-mlm-loss,medium
4508,"Both Garcia and Jagger turn in perfectly executed and wonderfully sympathetic characters, who are alternately touching and funny.",1,0.0005808055866509676,roberta-mlm-loss,easy
4509,"Humorous, artsy, and even cute, in an off kilter, dark, vaguely disturbing way.",1,0.00048638720181770623,roberta-mlm-loss,easy
4510,"The more you think about the movie, the more you will probably like it.",1,6.383869185810909e-05,roberta-mlm-loss,easy
4511,...a powerful sequel and one of the best films of the year.,1,0.0009962248150259256,roberta-mlm-loss,easy
4512,"For the most part, the film does hold up pretty well.",1,0.00021500939328689128,roberta-mlm-loss,easy
4513,Together (Time Out and Human Resources) establish Mr. Cantet as France's foremost cinematic poet of the workplace.,1,0.005326330661773682,roberta-mlm-loss,medium
4514,You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter.,1,0.4775804877281189,roberta-mlm-loss,hard
4515,Like these Russo guys lookin' for their Mamet instead found their Sturges.,1,0.4644891619682312,roberta-mlm-loss,hard
4516,There has been a string of ensemble cast romances recently ... but Peter Mattei's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive (if tragic) note.,1,0.00919608399271965,roberta-mlm-loss,medium
4517,"By applying definition to both sides of the man, the picture realizes a fullness that does not negate the subject.",1,0.034611135721206665,roberta-mlm-loss,hard
4518,"Who is the audience for Cletis Tout? Anybody who enjoys quirky, fun, popcorn movies with a touch of silliness and a little bloodshed.",1,0.26773297786712646,roberta-mlm-loss,hard
4519,"(Cuarón has) created a substantive movie out of several cliched movie structures: the road movie, the coming of age movie, and the teenage sex comedy.",1,0.30868902802467346,roberta-mlm-loss,hard
4520,Puts to rest any thought that the German film industry cannot make a delightful comedy centering on food.,1,0.0014635015977546573,roberta-mlm-loss,easy
4521,"Witty dialog between realistic characters showing honest emotions. It's touching and tender and proves that even in sorrow you can find humor. Like blended shades of lipstick, these components combine into one terrific story with lots of laughs.",1,0.00950524490326643,roberta-mlm-loss,medium
4522,"Ash Wednesday is not Edward Burns' best film, but it is a good and ambitious film. And it marks him as one of the most interesting writer/directors working today.",1,0.16215181350708008,roberta-mlm-loss,hard
4523,"After one gets the feeling that the typical Hollywood disregard for historical truth and realism is at work here, it's a matter of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen.",1,0.03711139038205147,roberta-mlm-loss,hard
4524,The footage of the rappers at play and the prison interview with Suge Knight are just two of the elements that will grab you.,1,0.05799265205860138,roberta-mlm-loss,hard
4525,"... it's as comprehensible as any Dummies guide, something even non techies can enjoy.",1,0.00201815995387733,roberta-mlm-loss,medium
4526,Don't wait to see this terrific film with your kids    if you don't have kids borrow some.,1,0.14991585910320282,roberta-mlm-loss,hard
4527,"Moretti ... is the rare common man artist who's wise enough to recognize that there are few things in this world more complex    and, as it turns out, more fragile    than happiness.",1,0.039013270288705826,roberta-mlm-loss,hard
4528,"The movie's captivating details are all in the performances, from Foreman's barking mad Taylor to Thewlis's smoothly sinister Freddie and Bettany/McDowell's hard eyed gangster.",1,0.006941118277609348,roberta-mlm-loss,medium
4529,Features Fincher's characteristically startling visual style and an almost palpable sense of intensity.,1,0.09675753861665726,roberta-mlm-loss,hard
4530,"Precocious smarter than thou wayward teen struggles to rebel against his oppressive, right wing, propriety obsessed family. Anyone else seen this before?",-1,0.0007219828548841178,roberta-mlm-loss,easy
4531,"Moore provides an invaluable service by sparking debate and encouraging thought. Better still, he does all of this, and more, while remaining one of the most savagely hilarious social critics this side of Jonathan Swift.",1,0.0011017980286851525,roberta-mlm-loss,easy
4532,"Alternating between facetious comic parody and pulp melodrama, this smart aleck movie ... tosses around some intriguing questions about the difference between human and android life.",1,0.15655410289764404,roberta-mlm-loss,hard
4533,A cutesy romantic tale with a twist.,1,0.0006213781307451427,roberta-mlm-loss,easy
4534,"This is a gorgeous film   vivid with color, music and life. Delight your senses and crash this wedding!",1,0.06586188822984695,roberta-mlm-loss,hard
4535,A brutally dry satire of Middle American numbness.,1,0.0046827164478600025,roberta-mlm-loss,medium
4536,More sophisticated and literate than such pictures usually are...an amusing little catch.,1,0.0032595773227512836,roberta-mlm-loss,medium
4537,"Smith examines the intimate, unguarded moments of folks who live in unusual homes    which pop up in nearly every corner of the country.",1,0.004894047509878874,roberta-mlm-loss,medium
4538,"With an admirably dark first script by Brent Hanley, Paxton, making his directorial feature debut, does strong, measured work.",1,0.0017652754904702306,roberta-mlm-loss,medium
4539,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart.,1,0.14789152145385742,roberta-mlm-loss,hard
4540,"...even if you've never heard of Chaplin, you'll still be glued to the screen.",1,0.0008561380091123283,roberta-mlm-loss,easy
4541,You have enough finely tuned acting to compensate for the movie's failings.,1,0.0005203720065765083,roberta-mlm-loss,easy
4542,"As the dominant Christine, Sylvie Testud is icily brilliant.",1,0.09919379651546478,roberta-mlm-loss,hard
4543,"Although tender and touching, the movie would have benefited from a little more dramatic tension and some more editing.",1,0.0006020555156283081,roberta-mlm-loss,easy
4544,"The story that emerges has elements of romance, tragedy and even silent movie comedy.",1,0.0005831524031236768,roberta-mlm-loss,easy
4545,"(''Safe Conduct'') is a long movie at 163 minutes but it fills the time with drama, romance, tragedy, bravery, political intrigue, partisans and sabotage. Viva le Resistance!",1,0.32399865984916687,roberta-mlm-loss,hard
4546,It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times: to save their children and yet to lose them.,1,0.0013904167572036386,roberta-mlm-loss,easy
4547,The film is delicately narrated by Martin Landau and directed with sensitivity and skill by Dana Janklowicz Mann.,1,0.07514096051454544,roberta-mlm-loss,hard
4548,Martyr gets royally screwed and comes back for more.,-1,0.0018112370744347572,roberta-mlm-loss,medium
4549,A virtual roller coaster ride of glamour and sleaze.,1,0.0019222181290388107,roberta-mlm-loss,medium
4550,"an admirable, sometimes exceptional film",1,0.0015586811350658536,roberta-mlm-loss,medium
4551,"If you like an extreme action packed film with a hint of humor, then Triple X marks the spot.",1,0.0011824710527434945,roberta-mlm-loss,easy
4552,"If you're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix, I have just one word for you  – Decasia",-1,0.1175154596567154,roberta-mlm-loss,hard
4553,"May not be a breakthrough in filmmaking, but it is unwavering and arresting.",1,0.0010779814328998327,roberta-mlm-loss,easy
4554,The film's images give a backbone to the company and provide an emotional edge to its ultimate demise.,1,0.0020898531656712294,roberta-mlm-loss,medium
4555,A bodice ripper for intellectuals.,1,0.004882181063294411,roberta-mlm-loss,medium
4556,"The locations go from stark desert to gorgeous beaches. The story plays out slowly, but the characters are intriguing and realistic.",1,0.0004917756305076182,roberta-mlm-loss,easy
4557,Count on his movie to work at the back of your neck long after you leave the theater.,1,0.07137275487184525,roberta-mlm-loss,hard
4558,Neil Burger here succeeded in ... making the mystery of four decades back the springboard for a more immediate mystery in the present.,1,0.020272860303521156,roberta-mlm-loss,hard
4559,"The complex, politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before.",1,0.00047853009891696274,roberta-mlm-loss,easy
4560,A thriller made from a completist's checklist rather than with a cultist's passion.,1,0.42027759552001953,roberta-mlm-loss,hard
4561,"Try as you might to scrutinize the ethics of Kaufman's approach, somehow it all comes together to create a very compelling, sensitive, intelligent and almost cohesive piece of film entertainment.",1,0.0008011406753212214,roberta-mlm-loss,easy
4562,"As quiet, patient and tenacious as Mr. Lopez himself, who approaches his difficult, endless work with remarkable serenity and discipline.",1,0.002522907452657819,roberta-mlm-loss,medium
4563,"Though the film never veers from its comic course, its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous.",1,0.010119447484612465,roberta-mlm-loss,medium
4564,Evokes the style and flash of the double cross that made Mamet's ''House of Games'' and last fall's ''Heist'' so much fun.,1,0.019202619791030884,roberta-mlm-loss,hard
4565,So original in its base concept that you cannot help but get caught up.,1,0.006880218628793955,roberta-mlm-loss,medium
4566,"It may be a no brainer, but at least it's a funny no brainer.",1,0.0006622697110287845,roberta-mlm-loss,easy
4567,A lot more dimensional and complex than its sunny disposition would lead you to believe.,1,0.10562366247177124,roberta-mlm-loss,hard
4568,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,1,0.006475955247879028,roberta-mlm-loss,medium
4569,Underachieves only in not taking the Shakespeare parallels quite far enough.,1,0.34564465284347534,roberta-mlm-loss,hard
4570,"The most audacious, outrageous, sexually explicit, psychologically probing, pure libido film of the year has arrived from Portugal.",1,0.0052619921043515205,roberta-mlm-loss,medium
4571,"The creative animation work may not look as fully 'rendered' as Pixar's industry standard, but it uses lighting effects and innovative backgrounds to an equally impressive degree.",1,0.0024462230503559113,roberta-mlm-loss,medium
4572,"Art house to the core, Read My Lips is a genre curling crime story that revives the free wheeling noir spirit of old French cinema.",1,0.052435461431741714,roberta-mlm-loss,hard
4573,"Conceptually brilliant...Plays like a living room War Of The Worlds, gaining most of its unsettling force from the suggested and the unknown.",1,0.38405153155326843,roberta-mlm-loss,hard
4574,... manages to deliver a fair bit of vampire fun.,1,0.003910335712134838,roberta-mlm-loss,medium
4575,"Drama of temptation, salvation and good intentions is a thoughtful examination of faith, love and power.",1,0.0019474041182547808,roberta-mlm-loss,medium
4576,"The strength of the film comes not from any cinematic razzle dazzle but from its recovery of an historical episode that, in the simple telling, proves simultaneously harrowing and uplifting.",1,0.059943798929452896,roberta-mlm-loss,hard
4577,"The performances are strong, though the subject matter demands acting that borders on hammy at times.",1,0.00042896109516732395,roberta-mlm-loss,easy
4578,A damn fine and a truly distinctive and a deeply pertinent film.,1,0.016453813761472702,roberta-mlm-loss,hard
4579,"Still rapturous after all these years, Cinema Paradiso stands as one of the great films about movie love.",1,0.0003496809513308108,roberta-mlm-loss,easy
4580,Reggio and Glass put on an intoxicating show.,1,0.002525593852624297,roberta-mlm-loss,medium
4581,"MacDowell ... gives give a solid, anguished performance that eclipses nearly everything else she's ever done.",1,0.2493761032819748,roberta-mlm-loss,hard
4582,"The thing about guys like Evans is this: You're never quite sure where self promotion ends and the truth begins. But as you watch the movie, you're too interested to care.",1,0.001117847510613501,roberta-mlm-loss,easy
4583,I liked a lot of the smaller scenes.,1,0.0008868054719641805,roberta-mlm-loss,easy
4584,The film will appeal to Discovery Channel fans and will surely widen the perspective of those of us who see the continent through rose colored glasses.,1,0.008202620781958103,roberta-mlm-loss,medium
4585,"An eye boggling blend of psychedelic devices, special effects and backgrounds, 'Spy Kids 2' is a visual treat for all audiences.",1,0.013427341356873512,roberta-mlm-loss,medium
4586,"Straightforward and old fashioned in the best possible senses of both those words, Possession is a movie that puts itself squarely in the service of the lovers who inhabit it.",1,0.0005813300958834589,roberta-mlm-loss,easy
4587,It may ... work as a jaunt down memory lane for teens and young adults who grew up on televised Scooby Doo shows or reruns.,1,0.4035174548625946,roberta-mlm-loss,hard
4588,"One of those movies that catches you up in something bigger than yourself, namely, an archetypal desire to enjoy good trash every now and then.",1,0.0029916793573647738,roberta-mlm-loss,medium
4589,This harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked.,1,0.14049044251441956,roberta-mlm-loss,hard
4590,"Far more successful, if considerably less ambitious, than last year's Kubrick meets Spielberg exercise.",1,0.004640922416001558,roberta-mlm-loss,medium
4591,Elling builds gradually until you feel fully embraced by this gentle comedy.,1,0.150831937789917,roberta-mlm-loss,hard
4592,"A fascinating examination of the joyous, turbulent self discovery made by a proper, middle aged woman.",1,0.002721308497712016,roberta-mlm-loss,medium
4593,Here is a VH1 Behind the Music special that has something a little more special behind it: music that didn't sell many records but helped change a nation.,1,0.00032678100978955626,roberta-mlm-loss,easy
4594,Buy popcorn. Take nothing seriously and enjoy the ride.,1,0.0012305532582104206,roberta-mlm-loss,easy
4595,"Carrying off a spot on Scottish burr, Duvall (also a producer) peels layers from this character that may well not have existed on paper.",1,0.006731031462550163,roberta-mlm-loss,medium
4596,"The acting, for the most part, is terrific, although the actors must struggle with the fact that they're playing characters who sometimes feel more like literary conceits than flesh and blood humans.",1,0.001157478429377079,roberta-mlm-loss,easy
4597,"Some Body will take you places you haven't been, and also places you have.",1,0.9472600221633911,roberta-mlm-loss,hard
4598,Vereté has a whip smart sense of narrative bluffs.,1,0.017309248447418213,roberta-mlm-loss,hard
4599,"Parts of the film feel a bit too much like an infomercial for Ram Dass's latest book aimed at the boomer demographic. But mostly it's a work that, with humor, warmth, and intelligence, captures a life interestingly lived.",1,0.2176801711320877,roberta-mlm-loss,hard
4600,"Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good, Freundlich's World Traveler might have been one of the more daring and surprising American movies of the year.",1,0.16194690763950348,roberta-mlm-loss,hard
4601,''Home Movie'' is the film equivalent of a lovingly rendered coffee table book.,1,0.054001521319150925,roberta-mlm-loss,hard
4602,"Graphic sex may be what's attracting audiences to Unfaithful, but gripping performances by Lane and Gere are what will keep them awake.",1,0.0019843662157654762,roberta-mlm-loss,medium
4603,"When compared to the usual, more somber festival entries, Davis' highly personal brand of romantic comedy is a tart, smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic.",1,0.012439443729817867,roberta-mlm-loss,medium
4604,Both damning and damned compelling.,1,0.04210318252444267,roberta-mlm-loss,hard
4605,"Much has been written about those years when the psychedelic '60s grooved over into the gay '70s, but words don't really do the era justice. You have to see it.",1,0.000814618484582752,roberta-mlm-loss,easy
4606,"Even if it pushes its agenda too forcefully, this remains a film about something, one that attempts and often achieves a level of connection and concern.",1,0.003596086986362934,roberta-mlm-loss,medium
4607,"What lifts the film high above run of the filth gangster flicks is its refusal to recognise any of the signposts, as if discovering a way through to the bitter end without a map.",1,0.17899693548679352,roberta-mlm-loss,hard
4608,"Both an admirable reconstruction of terrible events, and a fitting memorial to the dead of that day, and of the thousands thereafter.",1,0.0003638904308900237,roberta-mlm-loss,easy
4609,A sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration.,1,0.0014023227849975228,roberta-mlm-loss,easy
4610,"The unique niche of self critical, behind the scenes navel gazing Kaufman has carved from Orleans' story and his own infinite insecurity is a work of outstanding originality.",1,0.27371081709861755,roberta-mlm-loss,hard
4611,"Lovingly photographed in the manner of a Golden Book sprung to life, Stuart Little 2 manages sweetness largely without stickiness.",1,0.012593724764883518,roberta-mlm-loss,medium
4612,Consistently clever and suspenseful.,1,0.0005807756097055972,roberta-mlm-loss,easy
4613,"It's like a ''Big Chill'' reunion of the Baader Meinhof Gang, only these guys are more harmless pranksters than political activists.",1,0.003782021114602685,roberta-mlm-loss,medium
4614,"The story gives ample opportunity for large scale action and suspense, which director Shekhar Kapur supplies with tremendous skill.",1,0.0012658145278692245,roberta-mlm-loss,easy
4615,Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense.,1,0.15743745863437653,roberta-mlm-loss,hard
4616,Throws in enough clever and unexpected twists to make the formula feel fresh.,1,0.0007836486329324543,roberta-mlm-loss,easy
4617,Weighty and ponderous but every bit as filling as the treat of the title.,1,0.11905817687511444,roberta-mlm-loss,hard
4618,"A real audience pleaser that will strike a chord with anyone who's ever waited in a doctor's office, emergency room, hospital bed or insurance company office.",1,0.09539224952459335,roberta-mlm-loss,hard
4619,Generates an enormous feeling of empathy for its characters.,1,0.0012843399308621883,roberta-mlm-loss,easy
4620,Exposing the ways we fool ourselves is One Hour Photo's real strength.,1,0.04003886505961418,roberta-mlm-loss,hard
4621,"It's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism, manipulativeness and narrow, fearful view of American life.",1,0.00025746255414560437,roberta-mlm-loss,easy
4622,"Mostly, (Goldbacher) just lets her complicated characters be unruly, confusing and, through it all, human.",1,0.004762356635183096,roberta-mlm-loss,medium
4623,...quite good at providing some good old fashioned spooks.,1,0.0012106302892789245,roberta-mlm-loss,easy
4624,"At its worst, the movie is pretty diverting; the pity is that it rarely achieves its best.",-1,0.0004914975725114346,roberta-mlm-loss,easy
4625,Scherfig's light hearted profile of emotional desperation is achingly honest and delightfully cheeky.,1,0.4477681815624237,roberta-mlm-loss,hard
4626,"A journey spanning nearly three decades of bittersweet camaraderie and history, in which we feel that we truly know what makes Holly and Marina tick, and our hearts go out to them as both continue to negotiate their imperfect, love hate relationship.",1,0.013986417092382908,roberta-mlm-loss,medium
4627,"The wonderfully lush Morvern Callar is pure punk existentialism, and Ms. Ramsay and her co writer, Liana Dognini, have dramatized the Alan Warner novel, which itself felt like an answer to Irvine Welsh's book Trainspotting.",1,0.0907520055770874,roberta-mlm-loss,hard
4628,"As it turns out, you can go home again.",1,0.0004306852933950722,roberta-mlm-loss,easy
4629,"You've already seen City by the Sea under a variety of titles, but it's worth yet another visit.",1,0.0004211590567138046,roberta-mlm-loss,easy
4630,"This kind of hands on storytelling is ultimately what makes Shanghai Ghetto move beyond a good, dry, reliable textbook and what allows it to rank with its worthy predecessors.",1,0.015119658783078194,roberta-mlm-loss,hard
4631,"Making such a tragedy the backdrop to a love story risks trivializing it, though Chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror.",1,0.009830993600189686,roberta-mlm-loss,medium
4632,"Grown up quibbles are beside the point here. The little girls understand, and McCracken knows that's all that matters.",1,0.0004968250868842006,roberta-mlm-loss,easy
4633,"A powerful, chilling, and affecting study of one man's dying fall.",1,0.009901419281959534,roberta-mlm-loss,medium
4634,This is a fascinating film because there is no clear cut hero and no all out villain.,1,7.623551937285811e-05,roberta-mlm-loss,easy
4635,"A dreadful day in Irish history is given passionate, if somewhat flawed, treatment.",1,0.4290215075016022,roberta-mlm-loss,hard
4636,...a good film that must have baffled the folks in the marketing department.,1,0.0006446707993745804,roberta-mlm-loss,easy
4637,"...is funny in the way that makes you ache with sadness (the way Chekhov is funny), profound without ever being self important, warm without ever succumbing to sentimentality.",1,0.1024080216884613,roberta-mlm-loss,hard
4638,"Devotees of Star Trek II: The Wrath of Khan will feel a nagging sense of deja vu, and the grandeur of the best Next Generation episodes is lacking.",-1,0.008547871373593807,roberta-mlm-loss,medium
4639,A soul stirring documentary about the Israeli/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds.,1,0.008968009613454342,roberta-mlm-loss,medium
4640,What's so striking about Jolie's performance is that she never lets her character become a caricature    not even with that radioactive hair.,1,0.16089516878128052,roberta-mlm-loss,hard
4641,"The main story ... is compelling enough, but it's difficult to shrug off the annoyance of that chatty fish.",1,0.1708000898361206,roberta-mlm-loss,hard
4642,"The performances are immaculate, with Roussillon providing comic relief.",1,0.0005898969830013812,roberta-mlm-loss,easy
4643,Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life's ultimate losers.,1,0.612430214881897,roberta-mlm-loss,hard
4644,"Hugh Grant, who has a good line in charm, has never been more charming than in About a Boy.",1,0.04185856506228447,roberta-mlm-loss,hard
4645,There's a lot of tooth in Roger Dodger. But what's nice is that there's a casual intelligence that permeates the script.,1,0.42876869440078735,roberta-mlm-loss,hard
4646,"Reminiscent of Alfred Hitchcock's thrillers, most of the scary parts in 'Signs' occur while waiting for things to happen.",1,0.0007993386825546622,roberta-mlm-loss,easy
4647,One of the best looking and stylish animated movies in quite a while ...,1,0.0017393233720213175,roberta-mlm-loss,medium
4648,"Its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change, buffeted by events seemingly out of their control, is intriguing, provocative stuff.",1,0.014582139439880848,roberta-mlm-loss,hard
4649,Denver should not get the first and last look at one of the most triumphant performances of Vanessa Redgrave's career. It deserves to be seen everywhere.,1,0.00948676373809576,roberta-mlm-loss,medium
